DATA_MC|KOD_WOJ|WOJEWODZTWO|PLEC|WIEK|LICZBA
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|54|4
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|47|5
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|42|5
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|20|89
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|29|22
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|58|2
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|44|10
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|52|3
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|32|13
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|30|26
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|35|23
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|26|29
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|37|18
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|49|3
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|69|1
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|59|1
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|15|1
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|18|26
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|25|21
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|51|2
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|50|5
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|27|28
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|45|6
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|39|8
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|48|3
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|53|3
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|41|11
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|43|8
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|57|3
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|68|1
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|67|1
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|28|35
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|31|18
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|36|12
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|38|8
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|63|3
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|55|3
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|70|1
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|24|25
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|22|29
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|40|12
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|23|27
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|56|3
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|46|4
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|66|1
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|19|429
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|21|45
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|33|16
2022-01|02|WOJ. DOLNOŚLĄSKIE|K|34|24
2022-01|02|WOJ. DOLNOŚLĄSKIE|M|40|6
2022-01|02|WOJ. DOLNOŚLĄSKIE|M|23|18
2022-01|02|WOJ. DOLNOŚLĄSKIE|M|39|6
2022-01|02|WOJ. DOLNOŚLĄSKIE|M|31|13
2022-01|02|WOJ. DOLNOŚLĄSKIE|M|32|10
2022-01|02|WOJ. DOLNOŚLĄSKIE|M|43|5
2022-01|02|WOJ. DOLNOŚLĄSKIE|M|42|2
2022-01|02|WOJ. DOLNOŚLĄSKIE|M|38|9
2022-01|02|WOJ. DOLNOŚLĄSKIE|M|53|1
2022-01|02|WOJ. DOLNOŚLĄSKIE|M|63|1
2022-01|02|WOJ. DOLNOŚLĄSKIE|M|18|35
2022-01|02|WOJ. DOLNOŚLĄSKIE|M|27|13
2022-01|02|WOJ. DOLNOŚLĄSKIE|M|25|17
2022-01|02|WOJ. DOLNOŚLĄSKIE|M|21|55
2022-01|02|WOJ. DOLNOŚLĄSKIE|M|28|16
2022-01|02|WOJ. DOLNOŚLĄSKIE|M|45|3
2022-01|02|WOJ. DOLNOŚLĄSKIE|M|55|3
2022-01|02|WOJ. DOLNOŚLĄSKIE|M|36|11
