DATA_MC|KOD_WOJ|WOJEWODZTWO|PLEC|WIEK|LICZBA
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|33|19
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|22|25
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|47|3
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|19|98
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|44|5
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|21|14
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|65|1
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|14|5
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|43|1
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|23|22
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|20|37
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|62|1
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|46|3
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|25|19
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|45|4
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|41|5
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|60|3
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|36|10
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|61|1
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|48|2
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|16|2
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|56|2
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|39|9
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|50|2
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|17|4
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|54|3
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|18|369
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|31|13
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|57|2
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|40|5
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|58|1
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|29|11
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|30|14
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|28|15
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|26|13
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|35|6
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|38|5
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|53|1
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|34|14
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|51|3
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|42|8
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|15|1
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|37|10
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|24|16
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|27|15
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|63|1
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|49|1
2022-09|02|WOJ. DOLNOŒL¥SKIE|K|32|11
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|28|8
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|46|3
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|43|2
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|20|39
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|47|3
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|26|10
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|15|8
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|36|4
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|38|10
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|34|4
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|41|4
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|39|3
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|57|1
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|19|113
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|32|8
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|31|3
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|54|2
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|18|384
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|56|1
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|50|1
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|48|1
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|40|6
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|44|2
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|27|7
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|42|5
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|22|15
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|33|13
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|16|19
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|62|2
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|52|1
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|21|28
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|35|9
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|30|8
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|14|10
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|66|1
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|23|11
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|17|12
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|37|4
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|24|12
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|29|10
2022-09|02|WOJ. DOLNOŒL¥SKIE|M|25|12
2022-09|04|WOJ. KUJAWSKO-POMORSKIE|K|43|2
