DATA_MC|KOD_WOJ|WOJEWODZTWO|PLEC|WIEK|LICZBA
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|15|2
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|24|25
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|47|5
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|27|21
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|23|24
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|30|17
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|32|6
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|59|2
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|44|4
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|67|1
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|41|4
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|21|21
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|20|43
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|29|20
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|51|3
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|56|2
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|53|3
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|43|4
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|37|8
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|31|12
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|63|1
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|19|120
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|46|1
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|17|5
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|45|5
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|36|6
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|62|1
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|50|3
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|18|299
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|22|16
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|25|10
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|33|21
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|28|17
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|35|15
2023-07|02|WOJ. DOLNOŚLĄSKIE|K|26|25
