DATA_MC|KOD_WOJ|WOJEWODZTWO|PLEC|WIEK|LICZBA
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|31|12
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|20|26
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|27|9
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|30|13
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|35|10
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|46|3
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|16|1
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|55|1
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|33|8
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|51|2
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|47|5
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|52|1
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|34|5
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|14|1
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|41|8
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|38|12
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|42|6
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|59|1
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|53|1
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|56|1
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|49|5
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|32|11
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|63|1
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|67|2
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|28|10
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|43|2
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|44|4
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|18|331
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|19|81
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|60|1
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|22|17
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|39|7
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|48|3
2023-11|2|WOJ. DOLNOŚLĄSKIE|K|24|14
